Scholarship_ID ,Scholarship_Name,Description,Level,Host_Institution,Host_Country,Feild_Of_Study,Fully_Funded?,What_It_Covers,Special_Requirements,Application_Link,Application_Open_Date,Application_Deadline,Source_Website,Last_Verified_Date,Notes,Language_Requirements
UAE-002,AUS Scholarships,For international students at the American University of Sharjah.,"Bachelor, Master, PhD",American University of Sharjah,UAE,All Disciplines,Partial,Tuition waiver (20% to 50%),"Academic excellence, admission to AUS",https://www.aus.edu,Varies,Varies,https://www.aus.edu,23-Aug-2025,Merit-based scholarships.,
SAU-002,KFUPM Scholarships,For graduate students in Engineering and Sciences.,"Master, PhD",KFUPM,Saudi Arabia,"Engineering, Science, Technology",Yes,"Full tuition, monthly stipend, housing, airfare","Academic excellence, admission to KFUPM",https://www.kfupm.edu.sa,Varies,Varies,https://www.kfupm.edu.sa,23-Aug-2025,Focus on petroleum and minerals research.,
JOR-001,University of Jordan Scholarships,For international students at the University of Jordan.,"Bachelor, Master, PhD",University of Jordan,Jordan,All Disciplines,Partial,Tuition waiver (varies by program),"Academic merit, admission to UJ",https://www.ju.edu.jo,Varies,Varies,https://www.ju.edu.jo,23-Aug-2025,Jordan's largest university.,
UAE-003,Abu Dhabi University Scholarships,For international students at Abu Dhabi University.,"Bachelor, Master, PhD",Abu Dhabi University,UAE,All Disciplines,Partial,Tuition waiver (20% to 100%),"Academic excellence, admission to ADU",https://www.adu.ac.ae,Varies,Varies,https://www.adu.ac.ae,23-Aug-2025,Merit-based and need-based scholarships.,
MOR-001,UM6P Scholarships,"For African students in Science, Engineering, and Business.","Bachelor, Master, PhD",UM6P,Morocco,"Science, Engineering, Business",Yes,"Full tuition, stipend, accommodation, travel","African citizenship, academic excellence",https://www.um6p.ma,Varies,Varies,https://www.um6p.ma,23-Aug-2025,Focus on African development.,
USA-021,University of Chicago Scholarships,Merit and need-based scholarships for international students.,"Bachelor, Master, PhD",University of Chicago,USA,All Disciplines,Partial to Full,"Tuition waiver, stipend (varies)","Academic excellence, leadership, admission to UChicago",https://collegeadmissions.uchicago.edu/financial-aid,Varies,Varies,https://www.uchicago.edu,23-Aug-2025,Need-blind admission for international students.,
USA-022,Columbia University Financial Aid,Need-based financial aid for international undergraduates.,Bachelor,Columbia University,USA,All Disciplines,Yes (Need-Based),"Full tuition, room, board based on need","Admitted to Columbia, demonstration of financial need",https://cc-seas.financialaid.columbia.edu/,When applying,Varies (With admission application),https://www.columbia.edu,23-Aug-2025,One of few need-blind institutions for international students.,
UK-011,University of Manchester Scholarships,Various scholarships for international students at undergraduate and postgraduate levels.,"Bachelor, Master, PhD",University of Manchester,UK,All Disciplines,Partial,"£2,000 - £10,000 (towards tuition fees)","Academic excellence, offer from University of Manchester",https://www.manchester.ac.uk/study/international/finance/scholarships/,Varies,Varies,https://www.manchester.ac.uk,23-Aug-2025,Wide range of school-specific scholarships available.,
UK-012,University of Edinburgh Global Scholarships,Merit-based scholarships for international students.,"Bachelor, Master",University of Edinburgh,UK,All Disciplines,Partial,"£5,000 - £30,000 (tuition reduction)","Outstanding academic achievement, offer from UoE",https://www.ed.ac.uk/student-funding/postgraduate/international/global,January,April (annual),https://www.ed.ac.uk,23-Aug-2025,Many specific scholarships for different regions and subjects.,
GER-016,University of Freiburg Scholarships,For international students at the University of Freiburg.,"Bachelor, Master, PhD",University of Freiburg,Germany,All Disciplines,Partial,"Tuition waiver, monthly stipend (varies)","Academic merit, admission to University of Freiburg",https://www.studium.uni-freiburg.de/en/financing,Varies,Varies,https://www.uni-freiburg.de,23-Aug-2025,Limited number of scholarships available.,
GER-017,Free University of Berlin Scholarships,For international students at the Free University of Berlin.,"Bachelor, Master, PhD",Free University of Berlin,Germany,All Disciplines,Partial,"Tuition waiver, living expenses (varies)","Academic excellence, admission to FU Berlin",https://www.fu-berlin.de/en/studium/finanzierung/stipendien,Varies,Varies,https://www.fu-berlin.de,23-Aug-2025,Several funding options for international students.,
CAN-011,UBC International Scholars Program,For exceptional international students at UBC.,Bachelor,University of British Columbia,Canada,All Disciplines,Yes,"Full tuition, living costs, learning allowance","Academic achievement, leadership, community involvement",https://you.ubc.ca/financial-planning/scholarships-awards-international-students/,November,December 1 (annual),https://www.ubc.ca,23-Aug-2025,Highly competitive; separate application required.,
CAN-012,McGill University Scholarships,Merit-based entrance scholarships for international students.,"Bachelor, Master",McGill University,Canada,All Disciplines,Partial,"$3,000 - $12,000 CAD (one-time or renewable)","Top academic standing, admission to McGill",https://www.mcgill.ca/studentaid/scholarships,When applying,Varies (With admission application),https://www.mcgill.ca,23-Aug-2025,Most scholarships are automatic; no separate application needed.,
USA-023,Brown University Financial Aid,Need-based financial aid for international undergraduates.,Bachelor,Brown University,USA,All Disciplines,Yes (Need-Based),"Full tuition, room, board based on need","Admitted to Brown, demonstration of financial need",https://brown.edu/about/administration/financial-aid,When applying,Varies (With admission application),https://www.brown.edu,23-Aug-2025,Need-blind admission for international students.,
USA-024,Northwestern University Financial Aid,Need-based financial aid for international undergraduates.,Bachelor,Northwestern University,USA,All Disciplines,Yes (Need-Based),"Full tuition, room, board based on need","Admitted to Northwestern, demonstration of financial need",https://www.northwestern.edu/financial-aid/,When applying,Varies (With admission application),https://www.northwestern.edu,23-Aug-2025,Need-blind admission for international students.,
UK-013,King's College London Scholarships,Merit-based scholarships for international students.,"Bachelor, Master, PhD",King's College London,UK,All Disciplines,Partial,"£1,000 - £10,000 (towards tuition fees)","Academic excellence, offer from King's College London",https://www.kcl.ac.uk/study-legacy/funding,Varies,Varies,https://www.kcl.ac.uk,23-Aug-2025,Several department-specific scholarships available.,
UK-014,LSE Scholarships,Need and merit-based scholarships for international students.,"Bachelor, Master, PhD",London School of Economics,UK,All Disciplines,Partial,"£5,000 - £30,000 (towards tuition fees)","Academic excellence, financial need, offer from LSE",https://www.lse.ac.uk/study-at-lse/fees-and-funding,Varies,Varies,https://www.lse.ac.uk,23-Aug-2025,Highly competitive; separate application required for some.,
GER-018,University of Hamburg Scholarships,For international students at the University of Hamburg.,"Bachelor, Master, PhD",University of Hamburg,Germany,All Disciplines,Partial,"Tuition waiver, monthly stipend (varies)","Academic merit, admission to University of Hamburg",https://www.uni-hamburg.de/en/campuscenter/finanzieren/stipendien.html,Varies,Varies,https://www.uni-hamburg.de,23-Aug-2025,Limited scholarships available.,
GER-019,TU Berlin Scholarships,For international students in engineering and science programs.,"Bachelor, Master, PhD",Technical University of Berlin,Germany,"Engineering, Science, Technology",Partial,"Tuition waiver, living expenses (varies)","Academic excellence, admission to TU Berlin",https://www.tu.berlin/en/studying/funding-scholarships,Varies,Varies,https://www.tu.berlin,23-Aug-2025,Focus on engineering and technology fields.,
CAN-013,University of Toronto Scholarships,Merit-based scholarships for international students.,"Bachelor, Master, PhD",University of Toronto,Canada,All Disciplines,Partial,"$5,000 - $80,000 CAD (towards tuition fees)","Academic excellence, offer from University of Toronto",https://future.utoronto.ca/finances/scholarships/,Varies,Varies,https://www.utoronto.ca,23-Aug-2025,Automatically considered for most scholarships.,
CAN-014,University of Waterloo Scholarships,For international students in undergraduate and graduate programs.,"Bachelor, Master, PhD",University of Waterloo,Canada,All Disciplines,Partial,"$1,000 - $30,000 CAD (towards tuition fees)","Academic merit, admission to University of Waterloo",https://uwaterloo.ca/future-students/financing/financial-aid,Varies,Varies,https://uwaterloo.ca,23-Aug-2025,Several faculty-specific scholarships available.,
POL-002,Lukasiewicz Scholarship,For international students to study in Poland in technical fields.,"Bachelor, Master",Polish Technical Universities,Poland,"Engineering, Technology",Yes,"Monthly stipend (PLN 1,500-2,000), tuition waiver","Academic excellence, admission to a Polish technical university",https://www.gov.pl,Varies,Varies,https://www.gov.pl,23-Aug-2025,Focus on engineering and technology fields.,
RUS-001,Russian Open Doors Scholarship,For international students to pursue Master's and PhD studies in Russia.,"Master, PhD",Russian Universities,Russia,All Disciplines,Yes,"Full tuition, monthly stipend","Academic excellence, winner of the Open Doors competition",https://od.globaluni.ru,September,December (annual),https://od.globaluni.ru,23-Aug-2025,Based on academic competition and portfolio.,
CZECH-002,Charles University Faculty of Arts Scholarship,For international students in humanities and social sciences.,"Bachelor, Master, PhD",Charles University,Czech Republic,"Humanities, Social Sciences",Partial,"Tuition waiver, monthly stipend (varies)","Academic merit, admission to Faculty of Arts",https://www.ff.cuni.cz,Varies,Varies,https://www.ff.cuni.cz,23-Aug-2025,Focus on humanities and social sciences.,
MYS-001,Malaysia International Scholarship,For international students to pursue postgraduate studies in Malaysia.,"Master, PhD",Malaysian Universities,Malaysia,All Disciplines,Yes,"Full tuition, monthly stipend, medical insurance, airfare","Academic excellence, age below 45 years",https://www.mohe.gov.my,March,April (annual),https://www.mohe.gov.my,23-Aug-2025,For high-achieving international students.,
THA-002,TGIST Scholarship,For international students in science and technology fields.,"Master, PhD",Thai Universities,Thailand,"Science, Technology",Yes,"Monthly stipend (฿10,000-15,000), tuition fees, research grant","Academic excellence, research proposal",https://www.tgist.org,Varies,Varies,https://www.tgist.org,23-Aug-2025,Focus on science and technology research.,
IDN-001,Darmasiswa Scholarship,For international students to study Indonesian language and culture.,"Bachelor, Master",Indonesian Universities,Indonesia,"Indonesian Language, Culture",Yes,"Monthly stipend, tuition waiver, accommodation","Age between 18-35 years, high school diploma",https://darmasiswa.kemdikbud.go.id,January,February (annual),https://darmasiswa.kemdikbud.go.id,23-Aug-2025,Promotes Indonesian language and culture.,
VNM-001,VIED Scholarship,For international students to study in Vietnam.,"Bachelor, Master, PhD",Vietnamese Universities,Vietnam,All Disciplines,Partial,"Tuition waiver, monthly stipend (varies)","Academic merit, admission to Vietnamese university",https://vied.vn,Varies,Varies,https://vied.vn,23-Aug-2025,Supports international education in Vietnam.,
TWN-002,Taiwan ICDF Scholarship,For students from developing countries to study in Taiwan.,"Bachelor, Master, PhD",Taiwanese Universities,Taiwan,All Disciplines,Yes,"Full tuition, monthly stipend, airfare, accommodation","Citizenship of a partner country, academic excellence",https://www.icdf.org.tw,January,March (annual),https://www.icdf.org.tw,23-Aug-2025,Focus on students from developing countries.,
